age,work_experience,time_in_role,tenure,salary_satisfaction,covid_impact,economic_impact,political_concern,career_growth,work_life_balance,manager_relationship,wfh_available,critical_skill,attrition_risk,recommended_strategy,confidence,dominant_issue,success_probability
24,2.0,0.25557049337330723,2.0,5.145521796115,0.7887924888938468,6.060366605814266,4.792191255030943,6.030095372612096,10.0,7.141781021386334,1,1,70.03353244465912,recognition_reward,60.150916514535666,general,0.8450026709087832
44,0.11202113842042946,0.11202113842042946,0.11202113842042946,7.838914100451497,6.2076919016220025,4.444267004434757,2.016924426937172,5.852051733668004,4.917429116720065,7.5536460088512065,1,0,72.3989221432339,recognition_reward,60.247712649839805,general,0.8210115375059908
53,3.0316357625020838,1.9447761067368554,3.0316357625020838,8.40858872737926,6.628743380933354,7.805543610531639,5.770527117066202,3.45636184448649,9.322603461216309,5.331505817699265,0,0,78.19987957699547,promotion,67.91159749828853,career,0.7572979613500312
22,0.0,0.0,0.0,4.205382733723542,4.595064072499055,8.538771086907616,6.887638856292456,6.5492681068586736,4.146139056843834,5.8809492878764,1,0,92.64090324787352,wellness_program,68.90851054673753,external_stress,0.4866009349550076
51,4.196702849789184,0.12313035317826974,4.196702849789184,5.004534027986691,2.8613692559879995,7.382289975289816,7.852465085770067,6.498211353928648,9.617913658040326,6.4539686024386995,1,0,76.46865824665683,wellness_program,63.45572493822454,external_stress,0.810213421885634
31,0.926136414396293,0.8003793048898705,0.926136414396293,4.322594344580653,3.032651524194562,9.136290764591958,3.5235382977033005,3.350697344697855,9.902560171471508,5.919829725253994,1,1,85.82675561894771,promotion,71.8988685071183,career,0.41959316333782315
46,6.507983223975913,0.8283346557668464,6.507983223975913,6.379342526162686,1.6416244115850347,5.360886953667563,5.595614695132212,8.105719551678652,5.120964249051445,5.1841692944574085,1,0,74.24278526278796,recognition_reward,60.0,general,0.8132287330538708
43,1.413209262078109,0.2633593093910926,1.413209262078109,5.654057639931166,1.4301158952787596,2.2187749286923157,10.0,8.627333151757815,6.80916579023505,6.180145173963322,1,0,69.38756749005067,recognition_reward,60.0,general,0.5112882087855153
30,6.900743415234325,3.0624993828250124,6.900743415234325,5.206826089501197,4.956311004015554,2.952468188457385,1.925848130055722,8.140064561085344,5.395351515847384,5.990874342019407,1,0,73.10845010445948,recognition_reward,60.0,general,0.459408958134036
22,0.0,0.0,0.0,3.6268545461473236,0.7297349861205565,9.5760783877495,7.198186651658283,6.687148045560688,3.867357043520063,4.596373114944799,1,0,94.88610519855563,salary_increase,75.13671574270863,salary,0.59210091568961
44,0.1860458469739239,0.1860458469739239,0.1860458469739239,2.5822223634975834,6.713856378157876,3.105911799328172,6.683511951554319,8.752341678431772,7.9008476763721,4.846192688675194,1,0,81.07813195547895,salary_increase,70.63333227376812,salary,0.8554635922469213
27,5.0,3.2340100104903358,5.0,1.6994169824483945,5.414822229395668,5.178513951666396,3.8053082628666832,4.770920309494764,8.475632623946924,2.811144682411266,0,1,95.0,salary_increase,83.19864921958072,salary,0.8064505045650388
52,5.543749690839489,5.543749690839489,5.543749690839489,3.501562442615568,4.352615148894124,6.293570357374127,6.666346589679649,4.484195670912913,0.0,5.4634738761009745,1,0,95.0,salary_increase,79.47220757381855,salary,0.8081928676065312
26,0.3702520098243423,0.3702520098243423,0.3702520098243423,3.5918534713490926,5.547676719808424,7.271558033182508,6.099145458598809,6.64670503255793,10.0,6.502389944439348,1,0,80.2875049245838,salary_increase,66.23999404783808,salary,0.8552356392016365
51,3.8923619014123414,3.8923619014123414,3.8923619014123414,3.8655083375696098,1.9960679104088639,5.4218803631434955,5.75417738689709,4.849392690489753,3.7974961903057762,6.975346549846588,1,1,90.3530159906126,salary_increase,64.6161988973106,salary,0.6369808201314362
50,14.46405519053214,2.302852410273017,14.46405519053214,6.540266635049374,2.044450402063947,4.671187745608945,5.425719805153229,2.563020717426829,3.6793499494613884,5.916747931426151,1,0,88.77681598521195,promotion,72.94307066769815,career,0.4784888413580969
38,1.2967073725146032,1.2967073725146032,1.2967073725146032,2.7497108548152167,1.2794645922592207,8.706107892376222,7.702804184757658,3.024128308406917,6.057241119135653,7.937246312608842,1,0,95.0,salary_increase,82.2416363922832,salary,0.6237061834117273
56,2.0244392594636382,0.2769634718641267,2.0244392594636382,3.0722836487389005,5.5302128560424215,4.257562147882659,3.3846858636324852,8.125627132416222,7.1112804792670685,10.0,1,0,73.14904523104447,salary_increase,66.95787263445824,salary,0.5687234169359591
47,3.7414377815982145,0.7004528720075642,3.7414377815982145,8.477258740463187,3.216689153429584,3.652085901943102,7.815743894484855,8.590329113277926,5.850984706937655,7.132680261038045,1,0,63.118286321198035,recognition_reward,60.0,general,0.8192912793513124
26,0.8283119285842834,0.8283119285842834,0.8283119285842834,7.079545440263157,6.96149837800209,2.2969541915087404,10.0,1.7779887800895575,5.702897189985901,5.185079724729469,0,0,90.45852149413278,promotion,73.88757012444026,career,0.8949801161949726
34,4.615293595531044,0.22992671124504854,4.615293595531044,4.820814908606407,1.358422215351248,5.195546466982666,5.710951829292191,3.9831880902124945,3.516318966588933,6.367023646175471,0,1,90.3154714593732,promotion,64.55611753640511,career,0.813970443588746
58,0.9007190922680918,0.446787997413795,0.9007190922680918,5.882894058056664,3.6884852544610003,7.729064652464219,1.9237509296442923,2.983827378165192,2.2584161579482886,5.296973031917383,1,0,95.0,promotion,78.89849204378324,career,0.5161063475734087
54,1.9869158686141144,1.8974562471092278,1.9869158686141144,0.0,3.817408546835666,4.945046068813703,5.935339498149772,6.940155555827453,7.4415460982811545,5.295750559392652,1,0,92.9656128435299,salary_increase,90.0,salary,0.7773176459300584
59,3.0756346426556145,1.1903422606858627,3.0756346426556145,3.9366969145953883,6.93100704349772,3.4034176840004733,9.998634412499609,7.363948097243629,6.716343690722697,5.776054958810765,0,0,84.31122013779171,salary_increase,60.47477314053459,salary,0.5439648082378631
33,9.714970788590607,0.3744893405210769,9.714970788590607,5.816058412676786,2.621970598110122,6.568873761626129,5.341452585888364,4.059437106541113,5.195097782746325,5.141723929864819,1,0,88.01969233788829,recognition_reward,61.42218440406532,general,0.5557221320228206
36,2.0366593736360543,0.14079537310823448,2.0366593736360543,7.6774911680131375,2.6708773182602323,6.1031881927557485,3.409842455872768,1.994469964738793,5.478529670216362,3.7491619845062223,0,0,87.24796667194758,promotion,74.0467232797408,career,0.6094627247522739
45,1.4928039777807443,1.4928039777807443,1.4928039777807443,4.6274083331761755,1.8598152693341499,5.328954013271002,3.3207430036124173,5.297780455304447,3.87948345210776,3.764109687266099,1,0,89.6753095610169,manager_change,64.54100120734623,manager,0.7998910110371347
53,2.5261906094472124,2.451913051328305,2.5261906094472124,7.715263816924139,1.4203826274360332,5.637832704951431,0.0,4.402724416402964,4.568380262262766,6.219465278375585,0,1,75.2831444140218,wfh_flexibility,61.2948592132117,work_life,0.663289233329647
54,0.10285659493058812,0.10285659493058812,0.10285659493058812,4.540159611477554,2.853857889201116,8.717102421954566,4.950959467440453,5.978749122455836,3.5557443822161092,7.425996860344776,0,0,89.39144514939305,wfh_flexibility,71.12552290823808,work_life,0.7611334659278296
37,2.0245699579003538,2.0245699579003538,2.0245699579003538,3.3569167047062654,1.1834202335493313,5.050775684437724,8.098018451673779,7.631533016564319,2.4937859061235694,7.5127031385747625,1,0,87.2700707486975,salary_increase,72.3417669963323,salary,0.6180632645676584
56,11.861068884608814,3.6056362593315905,11.861068884608814,1.4674391366455564,4.149333511438054,7.471810333973288,3.4231052404853504,5.201634844508105,2.7408140280473456,7.103727310619002,1,0,95.0,salary_increase,89.4512902259495,salary,0.8148709018536009
44,0.45078825026706176,0.3771111163721188,0.45078825026706176,2.7530002293938396,1.0477225589838053,4.449552343673478,8.286131805779839,1.2904283916813886,4.02083388485052,6.294415658739205,0,1,95.0,salary_increase,89.22481917698596,salary,0.6185966981786217
57,5.078255946554747,0.8814288490138772,5.078255946554747,4.44364631957215,1.904597231543024,7.947116855928622,6.244019629290723,1.6208855478434598,7.974244400257421,5.295654032800819,0,1,94.15590907481109,promotion,79.73725746579993,career,0.6477456581030993
46,1.1315850150341265,1.1315850150341265,1.1315850150341265,5.606301064031299,2.6985962289688628,5.4639712957342566,5.851133141799908,6.241344195101356,6.355402001866508,3.3293112825797975,1,1,82.68440112986613,manager_change,63.35344358710101,manager,0.8032805739307249
44,5.150915459150496,2.534976522883705,5.150915459150496,8.387112930933124,4.561683129529248,8.468752344361448,10.0,5.71505248767444,4.825461164467642,5.614440425522784,1,1,83.2902963376522,wellness_program,66.69549736750069,external_stress,0.7725322740601102
56,1.5373620860781374,1.5373620860781374,1.5373620860781374,4.614908210083169,3.243031059565195,7.308380726529336,5.626256711677282,4.12053788345165,8.893955768707466,6.393109553023149,1,0,83.77921621183316,wellness_program,63.27095181632334,external_stress,0.8429888741180935
23,0.0988136549766209,0.0988136549766209,0.0988136549766209,6.783498975513615,3.22159869930678,8.313370630229661,8.906768954235401,3.2547387452579786,7.5873158839607076,5.399279023822743,0,0,87.02716789034447,promotion,70.44130941771179,career,0.516803875524955
46,1.2988541830926166,1.2988541830926166,1.2988541830926166,2.9880327083491878,1.4838898642558263,9.094911767491354,7.663085515418565,5.415225376456129,5.701621680482562,4.681173177097995,1,0,95.0,salary_increase,75.32703410610948,salary,0.8153212588753123
31,0.19233215698561826,0.19233215698561826,0.19233215698561826,6.171408733428806,3.3090221782742306,3.2970430875557266,2.582464721640841,9.471349373968948,4.6681230344092075,1.5086656020123277,0,0,74.61955064578913,manager_change,73.45230288671074,manager,0.4221883317666184
55,7.925707137899849,4.1454686743340305,7.925707137899849,2.8040720322680395,2.0277920213143155,5.263411078642065,4.964777401927657,5.447575903277797,5.967154207854496,8.376786546896168,1,0,84.88302700171943,salary_increase,68.96945975798971,salary,0.8123404829625747
55,3.139110944348259,3.139110944348259,3.139110944348259,5.3934037532257415,5.96219845616634,4.820151856863885,4.740966903901832,7.080411856447325,5.810493252843195,6.459255860327307,0,0,78.68150662892813,recognition_reward,60.0,general,0.7783179018924673
33,0.025625394469660667,0.025625394469660667,0.025625394469660667,4.61882161223726,2.877063222863672,3.7990650484422495,6.498767367421511,8.15490655952695,5.809408935226096,6.558043051540679,1,1,75.71005211032434,recognition_reward,60.0,general,0.45125486399533965
25,0.7634483757847854,0.7634483757847854,0.7634483757847854,6.8797565450817455,4.824498145725915,8.79715625425372,5.662888251874478,7.27320954340912,5.08606535284515,5.774016436263827,1,0,80.72475894414326,wellness_program,66.9928906356343,external_stress,0.827104887230783
36,6.335266802549233,2.9578305950914348,6.335266802549233,1.9376623745276196,3.0597736344750395,7.99657911407322,3.545480438158285,8.320273906896483,7.795777077520683,5.586865663137342,0,0,83.94002561060725,salary_increase,80.4589799762259,salary,0.4155670414422557
46,5.0199984344759105,2.0681270498925346,5.0199984344759105,10.0,0.6726662539785394,5.47118897733449,7.874447243069699,8.27622549909528,9.00207768000892,6.731013469653385,0,0,53.824433533896894,recognition_reward,60.0,general,0.7257597334011323
23,1.0,0.9289709929504846,1.0,1.0506923232205079,2.2436951003829666,8.915523328883612,6.744262782186322,5.957744327863671,5.951646045803741,4.857990560720854,0,0,95.0,salary_increase,89.40861589805522,salary,0.8933312966335732
53,0.07415366570779074,0.07415366570779074,0.07415366570779074,3.4762610454548533,0.7430241419264012,8.228538694843992,7.8386057394155095,6.10504817051677,6.203528145975251,5.451936371504109,1,0,89.67932535308162,salary_increase,69.49938889619858,salary,0.8481106513425192
30,8.0,0.13342621419752007,8.0,9.529950310337178,2.400131842572474,4.8935001126807585,6.395199209384799,5.802687254049579,10.0,5.26095676635554,0,0,61.28094084017546,recognition_reward,60.0,general,0.4797723400565942
40,14.896411237736373,1.0270578108285733,14.896411237736373,5.511373490226863,4.08139061848917,7.4190766920527365,6.076006956336401,5.240062653436523,7.227035945460833,3.954414869603189,0,0,86.40123809509176,manager_change,63.7756173821159,manager,0.5288414442556069
33,0.7655783860495655,0.7655783860495655,0.7655783860495655,7.828131975994345,1.6385693415923372,3.473069592450809,6.824436804487867,8.137418022021858,2.912924376329775,8.633887126465124,1,1,67.65102432196143,recognition_reward,66.26122687101068,general,0.5419272643043225
33,1.9370408645721962,1.5675223819963635,1.9370408645721962,6.0982568942036774,1.5313970357821447,6.204099415545452,4.592605015934788,4.715922946451227,4.212264700990378,5.720989049026858,1,0,84.79426941417447,recognition_reward,62.8734544358925,general,0.6897074496717504
41,3.595285370740314,0.44639324404407843,3.595285370740314,5.935700138943265,3.943477949074308,7.585090717342034,6.954081654446243,0.8096849546400291,6.508347784492404,5.481499114839549,0,0,95.0,promotion,83.9021958268549,career,0.7533886084427229
41,1.90800721327861,1.90800721327861,1.90800721327861,8.08421730344009,6.3395816074746065,7.689916176649635,5.356753727908074,4.0979899397401445,6.2983545206898714,5.0446397082115855,0,0,83.38799694412715,wellness_program,64.2247904416241,external_stress,0.4442777921116207
54,2.8308900150853806,0.10615433250262923,2.8308900150853806,5.348356484053161,2.4456885734825553,8.828567037399075,4.7524620786083895,8.828062707733572,5.6186351984733065,6.434865746359446,1,1,76.87275952071161,wellness_program,67.07141759349769,external_stress,0.8723071097370116
31,0.07068484423099405,0.07068484423099405,0.07068484423099405,5.459427836557605,2.702098793981063,4.300350534303386,9.630745369653813,5.684855530442549,3.7767493445225466,7.604941764639377,1,1,84.51228776332324,recognition_reward,63.66975196643236,general,0.4452408476435254
52,5.364507143410634,5.269922752395849,5.364507143410634,4.004197734940096,0.9315245176987179,6.050178220072334,6.240999917578602,2.942651333741832,3.443954833127248,2.7125185688238846,1,0,95.0,promotion,77.83941737079321,career,0.6243468113112653
53,1.8688416022027048,0.644562743832622,1.8688416022027048,5.424234480880049,2.1567991348281064,9.911168198281397,10.0,2.6865115498961027,2.934408295475309,8.890769379165867,1,0,95.0,promotion,84.18399842242692,career,0.7824416307710642
27,5.0,3.1424751623494,5.0,0.4398253152676581,4.525372528878585,2.0402558806475826,5.066370108420436,4.145350634863657,6.923393836248424,10.0,1,1,89.08542395031532,salary_increase,86.70131013549256,salary,0.6661301066695201
29,1.4918427830138101,1.4918427830138101,1.4918427830138101,2.525929658574156,4.220275194048927,3.1029363850660276,6.4445654349165675,1.8140125329366614,6.880949475920798,5.960724402146638,1,0,95.0,salary_increase,84.71794922983969,salary,0.4217062664274096
34,3.681313691015298,3.681313691015298,3.681313691015298,6.381224886042869,1.9181906353272664,7.933004119695669,7.494330448519163,3.598336642267829,7.605803236291372,4.879103697020952,1,0,85.63041048394768,promotion,67.34290628506524,career,0.4477676569173341
57,0.6486828685556857,0.6486828685556857,0.6486828685556857,3.8821338440402173,0.7657013933456369,4.022582813825057,4.714003553038243,6.468488579405957,3.29567110675055,7.33396080687632,1,0,83.32955657394223,salary_increase,65.99698284944672,salary,0.6228954572886145
32,10.0,0.34354531034145774,10.0,1.12617182605372,3.6683433051323155,5.781698846173798,4.481919105582703,5.066917541984605,4.756363398987217,7.402746129678445,1,1,95.0,salary_increase,82.28462110763545,salary,0.7254386845235972
24,0.8444887078901592,0.13439576135596817,0.8444887078901592,1.2510313594926674,0.5595868620033808,5.640375635145148,2.887986534452634,1.3561905346952918,1.328854551666744,5.0014055208560055,0,1,95.0,salary_increase,95.0,salary,0.41001317796291226
41,10.46923638863429,1.9410889969978067,10.46923638863429,5.187967719015465,4.276212305100566,4.4293386919217115,7.913404633589169,2.858811323528796,4.220507796426863,4.591424583617622,1,0,95.0,promotion,69.47090583866444,career,0.5527621553290119
44,11.416029495448885,5.165556480105689,11.416029495448885,4.402798130333506,3.907095495111037,9.715049570422106,8.952292221440132,7.167169801484597,9.548425008276041,6.520531116735453,0,0,81.04637484923617,wellness_program,69.28762392605526,external_stress,0.8093675020371351
36,2.0632198589691986,0.47646255841664387,2.0632198589691986,2.4085602091092566,3.5011856534568575,6.828519131854001,7.635532598400574,3.6991739305800126,7.059386265810885,0.9485627327950237,0,0,95.0,salary_increase,91.14444553121538,salary,0.4340861546927468
55,2.8217500314440502,0.661709295491917,2.8217500314440502,5.159891967277332,4.105385672110577,7.795160886055258,2.687134269657699,7.512872684690379,8.287975838404327,1.968801126673804,0,0,80.72848460933785,manager_change,74.64389658176913,manager,0.6423007935094324
52,4.750236054000605,4.750236054000605,4.750236054000605,3.5908774314341434,2.55820007396086,5.391556413918032,6.006092040306829,1.931402747231083,7.824870498518333,6.9990539701908165,1,0,90.97123106938209,salary_increase,75.99715209404965,salary,0.8433021076202334
56,1.833940733531741,1.336642336550335,1.833940733531741,10.0,2.7500735391621127,9.680574485582447,4.907511103495034,5.783608010805093,3.0421768624517425,6.3667198395583116,0,0,77.15855247522147,wfh_flexibility,75.0749056266009,work_life,0.8879368774550269
39,0.26719546250484527,0.108921723941216,0.26719546250484527,1.5301348485836508,3.213883278918328,6.867618345385295,7.1076666635630925,5.885612762041831,8.411853615233175,5.385810230577797,1,0,91.58075627490261,salary_increase,80.69303449908585,salary,0.45107476482876907
30,8.0,4.137179721248806,8.0,7.565385703492164,2.6781535793615987,6.082504682851017,2.981156173186475,4.448545495065348,5.75242082437816,7.952296716169418,1,0,74.27753023299071,recognition_reward,60.20626170712754,general,0.8941376355000656
44,4.560585386686033,0.10641529854088588,4.560585386686033,5.592403539280107,3.3063590367235642,6.796668075469425,7.073305505054572,5.5650870522135865,4.584294646513634,4.436574958776062,0,0,89.23902279391471,wfh_flexibility,63.23878624913266,work_life,0.8839300174225153
52,6.10194847402271,0.6464165685850236,6.10194847402271,7.198981469965915,2.4174962578531427,4.464554796902407,5.926447388609104,2.96957319370957,6.0819735795518834,7.658947858462932,1,0,78.76672959362195,promotion,66.44016753931518,career,0.42186781293998477
38,10.529006025696825,0.6359909696773598,10.529006025696825,2.387977014947416,0.31904101746043323,5.9877409522980996,5.670873857982811,6.720946976719491,4.833845122862123,5.665756572427177,1,0,89.27751006630805,salary_increase,72.58863701930801,salary,0.8209992764450308
28,0.7967052859051263,0.1384070856697821,0.7967052859051263,5.706449876220749,5.32510938127599,4.714378880729929,5.973230768693922,6.072833464790086,5.151601955943779,4.1197021711265736,1,1,85.31441324076756,recognition_reward,60.0,general,0.7717118930383047
24,1.412715400006482,1.412715400006482,1.412715400006482,6.883354052761331,3.905212791171942,5.418576971864889,4.146573795015637,4.58195348542795,4.2989590915814,4.838953100390555,1,1,84.56777055008386,recognition_reward,62.1031227252558,general,0.7079927251300895
48,4.657522869791336,1.1760489071059712,4.657522869791336,6.471446011051524,2.7067658360990183,5.929210261286838,5.787876181923923,7.443994241947005,3.8574917006145486,6.011704673450753,1,0,78.57511426034284,recognition_reward,63.427524898156356,general,0.7901998880736373
56,0.5931783040381836,0.5931783040381836,0.5931783040381836,3.9595149931746487,1.0583271608577625,6.328600224928679,4.013243588832287,10.0,5.322280659801281,5.387293078457381,1,0,75.64620659397065,salary_increase,61.12513811351183,salary,0.47449986807462174
45,1.6272940334410195,1.6272940334410195,1.6272940334410195,5.163984614207947,3.3781257192768614,7.256221845945529,6.960119160173367,2.2690759556156395,6.379695672424929,7.1535161323861445,1,0,91.62774092758546,promotion,73.95882989226608,career,0.792825809040116
48,4.63231902686688,4.63231902686688,4.63231902686688,7.125234973292022,3.6458718247695683,2.6309459126882544,9.351094787088972,5.857624629241395,6.394600839985704,5.177158054681259,1,0,76.044893651031,recognition_reward,60.0,general,0.6404530003765349
42,2.4513365859298197,1.6491304938844813,2.4513365859298197,6.321872114499152,1.447690887902212,4.3382779528110476,7.53216055676938,7.453866447768615,5.799691847040094,5.592652499646068,0,0,74.04795373696531,recognition_reward,60.0,general,0.8531272902605184
31,1.269540702616779,1.269540702616779,1.269540702616779,8.731721422398804,2.7024832831373162,5.947623537150934,3.737947217016114,6.473687794184867,5.437344885763573,6.133981434449744,1,0,69.46065224714191,recognition_reward,60.0,general,0.6093966595370808
35,5.2495142522925615,5.2495142522925615,5.2495142522925615,6.289848044260249,5.437183231209585,6.8364560188419325,4.530816846403901,3.3794951259712382,6.401138394461886,8.29727469885743,1,0,83.15859481514195,promotion,65.96929550978459,career,0.8300698466747175
43,3.183721031293483,2.3726815923879836,3.183721031293483,6.378299311902606,1.723949639367893,4.924934966605389,8.238525889550527,6.888981944782394,4.621541859566287,5.395066323585298,1,1,79.36301379193182,recognition_reward,61.13537442130114,general,0.6486279651573441
53,1.196972362993481,0.4499298585435041,1.196972362993481,2.962590038586393,5.339715585845111,4.6720572666659015,5.877913149060008,3.5282831013543303,6.166694141986485,7.762569562865537,1,0,92.30705989560089,salary_increase,70.7288053271375,salary,0.728390052362147
46,2.0258830829085004,0.24515683445106046,2.0258830829085004,1.6064926005344726,2.4624251923649982,3.2450846325484157,3.238913309505181,5.0973374737661015,7.913713758551149,10.0,0,0,79.74103202648276,salary_increase,77.95130549599145,salary,0.5815503683170052
48,1.2968558382818576,1.2968558382818576,1.2968558382818576,0.42402217022713007,2.4826108550803494,3.7942627432505156,6.0484389133455165,7.8244411108308585,5.84071721750857,6.904743592499468,1,0,87.90139210378189,salary_increase,86.81983372329653,salary,0.7173356366269708
25,3.0,3.0,3.0,2.8451990549604425,3.7319477511377137,8.779469746379192,3.98168342130074,5.571969881444919,5.142314128739125,3.344126972463096,0,1,95.0,salary_increase,78.88904659142918,salary,0.8399109569758476
51,0.7634876757651824,0.7634876757651824,0.7634876757651824,7.707946492640641,2.130690881506596,5.153176436873673,5.793953597205569,7.450264696335749,6.075900872580892,6.27108918431726,0,0,68.63619520709861,recognition_reward,60.0,general,0.5625520077158495
49,4.578660289797309,0.45720031632613456,4.578660289797309,7.169617357578239,2.5937892553546344,5.238713835073932,6.440139265933439,5.564415285779869,7.49312019136214,5.241340160323342,1,0,74.60144458213216,recognition_reward,60.0,general,0.5908059699336001
56,2.1292944284747874,2.1292944284747874,2.1292944284747874,2.153330153822717,2.091910546111824,5.416376402156918,8.006426399478048,9.11370444146204,7.138718892344876,10.0,1,0,75.25598924929939,salary_increase,73.85002384632962,salary,0.5092215914416536
57,0.4060692861060381,0.4060692861060381,0.4060692861060381,4.951450985280668,3.9660593848702534,6.452349646174157,7.798271427374984,4.791101562925057,5.662356553619979,6.140104326226362,0,1,89.00748062273352,recognition_reward,61.13087411543539,general,0.6994892540886053
54,5.351018804234284,1.8623633876300767,5.351018804234284,7.904695756520477,1.1891219357701215,8.111387761158973,5.274524173031104,3.994801078787535,4.208002386370996,4.138237611613191,1,1,86.05267862643659,promotion,67.68695550136235,career,0.5344794729132356
59,0.29429431398452016,0.29429431398452016,0.29429431398452016,3.9010282224205657,0.336932378813585,7.967866555244757,5.83378885474261,3.2113347538231602,4.661179610334896,5.590129924373509,0,0,95.0,salary_increase,71.60757367755821,salary,0.4183606812504106
54,1.6551625736201234,1.6551625736201234,1.6551625736201234,5.017170637347593,4.2684383058438,5.669515351166887,1.6755615581644134,8.802381371506016,5.878678372370758,4.583186466179074,1,0,75.70146037197246,recognition_reward,60.0,general,0.8538055012782775
33,4.490896870420948,0.8800275961278964,4.490896870420948,1.2157140184679323,3.2576415532228307,4.536268017213299,4.659499956547525,5.534813964710928,8.264069972590072,10.0,1,0,82.29896792045623,salary_increase,80.8821448614905,salary,0.5605405485435251
23,1.0,1.0,1.0,7.9404377630997995,0.4221641309894111,7.550842211912542,6.723007050412203,5.116702008570955,4.510431586546946,2.6058052300274963,1,0,84.5622075655132,manager_change,72.31678462000303,manager,0.4218695361544737
42,6.601511111990016,0.6085294434364373,6.601511111990016,3.3860764283788116,4.813236693899249,3.8769087249257286,6.5247247606473255,7.102388021972081,4.8762286729051425,3.3427895608088734,1,0,90.38934613039316,salary_increase,68.26179296439912,salary,0.7796755128763065
44,1.5359896965725888,1.5359896965725888,1.5359896965725888,8.260850607195382,0.982793517409457,8.930211925442954,5.139686728816327,7.620617492239217,8.791367621579912,4.875663946843396,1,0,66.36994311902143,wellness_program,67.32552981360739,external_stress,0.7385603198675047
26,3.029337996526171,3.029337996526171,3.029337996526171,4.47694531563868,2.9757615548938743,5.447470649817543,2.4654052937788475,2.098053475117824,4.3236073719809625,5.112763390965894,1,0,95.0,promotion,73.91634366457072,career,0.8177401181911639
58,12.486890192563898,0.9420728387263156,12.486890192563898,5.598941350908022,4.133270246306655,8.627165845710671,6.285886189527414,8.145629281834363,6.500904815455555,5.5616879605738765,1,0,79.55409671548541,wellness_program,66.56791461427667,external_stress,0.497311918352436
42,1.676925593667959,0.7876252667629224,1.676925593667959,8.069302192847946,2.309402895460192,7.980287174490263,6.58372352400003,6.798929942296492,9.921382544322093,8.254716486349515,0,0,62.60240214010296,wellness_program,64.95071793622566,external_stress,0.4197297664454497
