age,work_experience,time_in_role,salary_satisfaction,covid_impact,economic_impact,political_concern,wfh_available,career_growth_opportunity,work_life_balance,manager_relationship,salary_contribution,career_contribution,work_life_contribution,manager_contribution,covid_contribution,economic_contribution,political_contribution
24,1.8692087499005543,0.789328414231665,2.223560386335428,4.684071381865996,6.358421970925488,4.543369700104228,0,5.197491555274669,5.7393097080255835,7.000955038841265,26.020231479529688,30.76397621218816,15.782479734986781,11.969386086054252,3.2503064899072274,8.272779108500732,3.940840888833165
29,0.4189601339394853,0.4189601339394853,2.36685319838751,3.267486876906659,3.2723374181901024,6.652266044484236,1,2.497772847229394,3.516997538101755,4.367389181890308,26.49722832944551,34.918071557988405,12.34448205557655,13.654960319202075,2.3208666472711292,4.358084893644211,5.906306196872121
23,1.0,0.08706903055180357,3.8111736395891267,3.2274370128039527,6.292068949232112,6.514946469165316,1,2.3314239688880867,5.757106721031321,10.0,25.45521767160142,35.609007538486615,11.454622379339066,10.799863575950072,2.3237252958836345,8.494185782772293,5.863377755966919
30,3.120351022719185,2.509243329836341,0.0,2.049691449652484,3.7224321445885393,2.7408140280473456,1,6.103727310619002,8.058311274651288,6.9451949648260864,30.473220343561948,29.667260050321616,13.001215018505002,15.612314529215915,1.850687383157779,6.301916386444688,3.09338628879305
44,0.45078825026706176,0.3771111163721188,2.7530002293938396,1.0477225589838053,4.449552343673478,8.286131805779839,1,5.743187660973053,5.763204198907541,5.549988193259249,25.97762984312334,28.266025094087034,13.479470542427642,15.540631059637,0.8879215748837738,7.070431284465541,8.777890601375663
57,5.078255946554747,0.8814288490138772,8.018980426075654,1.904597231543024,7.947116855928622,6.244019629290723,1,7.298546652571352,4.593647149748225,5.930023019006077,20.644305295970046,26.05891188124791,16.702935550994887,15.070819064040206,1.5900217541613142,12.43972525514425,7.493281198441388
46,1.1315850150341265,1.1315850150341265,9.427001589088775,2.6985962289688628,5.4639712957342566,5.851133141799908,0,6.241344195101356,8.1291373560534,6.2392113377741385,19.352883693663934,27.316190682937364,20.573776003594727,14.901077949042897,2.256490350972565,8.566536168736949,7.033045151051552
29,4.074948494588062,3.557767733074009,7.0942435960012205,4.39469118342895,7.576156054898751,6.2313696439890585,1,2.498007338036306,10.0,4.534119762442248,22.29532862987107,35.44424127340951,9.463129513559258,13.770681306559895,3.1685738545436313,10.24202085177758,5.616024570279057
28,1.4115798589808513,1.4115798589808513,4.096348188101422,4.44062289482687,2.8719216272147126,3.9150302515457227,1,7.55585365847633,5.626256711677282,5.12053788345165,28.09665371938854,32.23361236795148,12.85142795140718,14.992086763359417,3.567826528871429,4.326469962561304,3.9319227064606443
25,3.0,0.9595740176003974,7.1694125604272205,2.982019847007486,8.16149867506898,8.81869488037116,1,4.1089949571984565,8.906768954235401,9.159144291461425,22.682272649635056,34.058904247581346,10.18704296847842,11.503037139781322,2.1945538469509427,11.26177635032648,8.112412797246435
51,0.01340789453953329,0.01340789453953329,3.6928499321168293,4.358217229794155,7.189471087482745,4.093081658056198,1,4.449752027305851,4.702896287881258,7.603714664080333,23.644638060849708,28.06752792523291,15.915772016435248,13.41972453138852,3.4818913818109793,10.769723647615653,4.700722436666991
27,5.0,5.0,7.078856894273207,3.041364735050536,5.147083273129573,4.992591038653718,0,4.168265317176431,5.791900486400727,7.030545705973531,22.757150423278798,33.9584188670639,16.69090216156021,12.669508867828464,2.236744329390793,7.097580153365433,4.589695197512391
44,8.609283880104002,6.569136384516886,7.985454906377672,5.459467551137775,4.151088238598592,9.095010402660122,0,8.591755346191043,5.274929949801275,7.167600752312581,20.791405513945747,24.711856206924917,19.45944357802953,14.375879510451659,4.583232616363582,6.534086027051076,9.544096547233512
49,2.5902243467527835,0.11347860770172738,6.2668366562170945,3.306510602895996,4.652256267957096,4.738015740252106,0,6.814989536834512,6.071789099535399,9.730006467994947,22.33521339714451,26.66809231779653,22.5187721051841,12.71735600625048,2.765998085401514,7.297042189296178,5.697525898926683
48,7.99492438474222,3.309800942448998,7.051206095678065,4.236173089367233,7.341438414462814,6.635610338403768,0,3.740966903901832,8.080411856447325,5.810493252843195,19.519401555903688,27.298296031998643,18.643996921923286,13.716470899096581,3.202785158660931,10.407263304503397,7.211786127913457
31,6.858014273116086,0.6489521293490743,8.91826966659738,2.5677938744697153,3.3724461586682124,4.659136865907481,1,4.297718612358322,8.214776856677426,7.114357321338497,22.537466410359617,33.583092706914265,13.585563145158556,16.310628365344993,2.440093537732039,6.008867300399279,5.534288534091228
43,11.073015707355074,2.9109647088949226,3.240263374248916,2.720702521787393,1.706620044788172,6.7342045335761345,0,3.948389225374086,9.13104805846868,5.868499477854025,25.528187183260187,30.37546238213039,16.590425849246675,15.347272682035543,2.307101372899328,2.7134619299735303,7.138088600454343
44,2.361659949582834,0.7992279063960175,1.9253265543979636,3.416100994682968,8.888601229271812,7.744914656560289,0,6.300402355917322,5.801648272441234,9.693273992095332,23.95444043431215,24.715105326379103,17.205839045331974,11.551010189896525,2.590893111568946,12.640186721049826,7.342525171461475
27,5.0,1.459829691101607,2.3247880841846187,1.8971674765996174,7.131940210182281,10.0,0,1.6871725890496871,5.682689008262827,3.626716965269905,23.599087976403034,31.966845924244367,14.399828545857954,12.493840425712884,1.198329267907194,8.446552027140761,7.895515832733807
28,3.9363550016942552,0.35173496481895616,8.123004418718834,4.15668956503463,7.877784490504332,4.637896685050238,1,4.107633133570441,2.220918538108938,5.095387361501847,21.487055213943588,33.67233663530244,13.263026885384695,13.58928186706169,3.024148013759858,10.746346016635544,4.217805367912187
52,5.118920123498615,2.6749444260735307,0.0,2.600306086756734,7.9792206977196365,4.781008836363883,1,2.707017584800864,8.046282409374452,6.183171477387526,25.790316567162325,28.67718971129549,13.211177618060638,13.649856604977703,1.9870434710807479,11.432590430746849,5.251825596676246
51,0.1350673828220962,0.1350673828220962,2.495949975262711,1.5687124896723583,6.5093226996347875,4.402909368787635,0,8.623960248269743,6.715851457383537,6.786526302767355,24.94487078749875,23.69529028889852,21.117619996695115,14.035680839383344,1.264664830489975,9.839412347786483,5.102460909247813
41,1.6587309965857344,1.6587309965857344,6.703612700893214,4.399464109094162,7.73899172373587,4.697163992771103,1,4.032228331891357,3.936847506259684,4.94140352490756,21.378316824091893,29.125258640594637,13.951749506779215,15.33029156648503,3.588658957588379,11.836357203146965,4.789367301313866
53,2.758180434893735,2.0262457477890514,2.6669664808860056,3.7426628064569627,6.789428213178424,2.662831852244821,1,4.033627075401252,9.147973526580065,3.5484686739953175,24.996940283962147,29.024215138665788,13.348895289424147,16.127185407676777,3.042476256125526,10.348584951147556,3.1117026729980677
41,2.8115367823617894,1.959324261897974,1.3390627994754496,5.801133582356913,5.538845040440966,3.4455590681538335,1,1.9024403549755764,5.020921112616993,7.245112666685163,25.83001326476734,30.949455955288418,13.131896622396418,13.671547387432758,4.647234475259516,8.31959540524391,3.450256889611648
47,5.0326596365084395,5.0326596365084395,3.6242371153864497,1.4839645837073212,6.010638810255562,8.12480301975024,1,2.6888639037885653,6.638446684391093,6.748560111154612,23.27370576099067,29.45441839963845,14.429798457622917,13.677889883469,1.1639424921037056,8.839544579712392,9.160700426462883
23,1.0,0.02267856343653554,4.782888057174521,3.617940127345767,7.2424809345272445,9.902068596040039,0,3.8200428191711118,10.0,3.4801600672536885,22.839313982647422,31.395609778828337,12.579263435188365,13.344002110921757,2.427254504246472,9.110507559974744,8.304048628192898
33,4.9072904278373795,0.45692986921461703,7.117697524962586,4.0650837019440536,7.170964099008037,5.607300301830043,0,6.4552590872739595,6.103891771614599,7.465280154431158,21.110863263375787,26.549134165276488,18.371820824070006,13.860125887164296,3.3336748647965977,11.026370177409916,5.748010817906909
26,0.4361756402413038,0.4361756402413038,4.798208549728544,0.7785476234342963,5.538572249863108,6.855741354380772,0,0.8242219307987826,6.127712602668286,6.241179867781422,23.28603175233705,35.69429435052803,15.317772466252656,12.195972502999435,0.5328629033955646,7.1077051058615215,5.8653609186257425
29,7.0,0.24651598430446742,3.440577598260487,4.829994049867883,4.680837102364977,10.0,1,4.102158344780408,6.134997071750018,6.395131980344765,25.31804400812469,32.68792686057947,11.058814271375516,12.500880275344489,3.410549456592219,6.197300505591816,8.826484622391796
54,3.6712630019589665,3.6712630019589665,6.123071087299364,2.520127743683869,8.43908337227614,5.476067127362894,0,3.984640435068676,8.446380210853317,7.388466820971967,20.654085252501897,27.504737682251623,18.644370147127766,13.039659488229585,1.9377490465769205,12.16666431860143,6.052734064710782
25,3.0,3.0,6.803665684462685,3.766945988322605,8.240760448229988,3.1198982348114113,1,3.0172153010873854,1.6932197727925704,4.722076504620995,22.336018591737236,34.402139542172925,13.249894615129683,13.522447159897263,2.6868413771192508,11.021004923419886,2.781653790523739
59,0.30405235302154887,0.30405235302154887,1.6922755164812542,2.843041100220156,4.354387237903131,3.6865115498961027,1,1.934408295475309,8.045140864019281,10.0,26.754150729550496,32.41981916496368,14.524958642947212,12.601578411398975,2.3884536900836206,6.859019026503914,4.452020334552104
36,2.00591327712567,1.9930171257701073,7.137250949051775,4.439060598167939,7.425027857409022,6.760094926918052,0,2.204963534312253,5.80950984354931,6.780804687832534,19.657621059878707,29.209218224003603,17.332688488472016,13.309398088123316,3.3926656426007327,10.640189102276551,6.458219394645082
48,10.614582021644402,1.8996078727608987,2.2249047372713697,1.3861281008847093,4.23376582263418,4.837529653834336,1,3.2089811957098044,4.3547571690217985,5.6993161548381925,25.448707329456383,30.001956355946565,16.44807303512384,14.843537234380616,1.1289144074135404,6.465256392612857,5.663555245066195
22,0.0,0.0,5.618744492093027,5.219440480329864,7.2595266752982255,6.530807656697075,0,7.139700997402079,4.174103853951982,6.871111696749627,23.125541055155946,28.709790616917353,17.01095692532288,12.187597144578548,3.667127565626881,9.563385128893401,5.735601563504984
46,0.4016480691645032,0.4016480691645032,7.230659150925335,7.245040712804408,4.781901946956778,8.449168875252287,1,8.246793124598092,4.885016429984333,3.2603940408418444,20.705138134514893,24.176929252282374,15.986692160175794,16.210313646954404,5.85620109829577,7.24731420009973,9.817411507677036
46,17.620532653525306,0.36672903153831826,2.990813580075673,4.03268927195432,7.013986456554493,4.9317033006238065,0,2.79844143432663,4.5774027504789245,4.826871840874563,21.775204701121233,26.803697511687346,20.496073096600664,13.529964956124516,2.889967650349516,9.42463232618874,5.080459757927979
23,1.0,0.1812428832275342,4.5061619357575795,0.6483128715429741,8.621454778180238,3.000825087594134,1,2.3407133955213846,2.097763050302286,4.7421422176226145,24.29244794900413,34.89709811109062,12.924407075711052,13.370882318385929,0.4576009670909385,11.409959847501732,2.647603731215607
43,3.304857040575844,3.304857040575844,6.346889981115923,1.9983289628649699,4.116811151559215,3.5709130205471866,1,3.9321817973664004,3.185711947570167,6.145993511946715,23.732985470401914,31.968258680461894,15.694489215427732,15.956373571730719,1.7822908682252634,6.8845223853113255,3.9810798084411765
51,2.943867821193145,2.442662121554327,6.950195449291457,3.234829471688027,5.529874535570205,4.428021078984101,0,2.337534092884444,6.17437280841286,7.416178243713353,20.309829439846133,29.790658048285845,20.993428534022872,13.266159284518203,2.5335991101813904,8.120879318383547,4.985446264762023
32,6.978422188643587,0.820230998989334,6.12252740854734,4.08908154370029,4.47894689841679,7.361315879063088,1,3.5938742039977125,6.867934844930095,7.156234194947786,22.925293732220045,30.987134499226116,12.955606670582881,14.62187253487717,3.489794086605518,7.167227942847498,7.853070533640776
36,2.0632198589691986,0.47646255841664387,3.6939946644324357,0.7463596679845428,5.44778024309136,10.0,1,4.399719431215017,6.0207052396867615,3.376327535299681,23.874083792192284,28.396623980257562,12.694775063647738,16.108255616161298,0.602098368381432,8.240245294177594,10.083917885182094
27,0.6330484441810441,0.6330484441810441,6.269394175778751,2.654586255132967,5.111658932203027,7.199857459992409,1,4.573114258139584,8.981452273699905,6.297334914404223,24.587325602387157,34.88252550203227,10.586215244703869,13.643542305678954,2.037349512959217,7.355832629143435,6.907209203095088
30,2.250842530685552,0.4678270325251488,4.1572850722049015,1.9418719207875625,2.92480660030031,6.981272442845429,1,2.94419446857261,7.754157538701175,7.3471302863734,25.499156709091046,32.628591408989394,12.804226040811395,14.901145289940596,1.7031611442268475,4.809872727718383,7.653846679222331
56,1.833940733531741,1.336642336550335,6.35365682051197,3.8254257009294195,4.39733679553009,4.407119637880841,1,3.011787533915615,5.938122005688752,2.079683983412336,21.804035732085225,30.41565637715224,15.531037104159873,17.16334638456543,3.135451921316041,6.757894014025381,5.1925784666957915
47,0.5441942902613618,0.5441942902613618,10.0,5.31480221846322,3.94291630887831,6.582899846423612,1,3.538636072392439,6.650353593058128,5.666551933826322,19.11753511889282,30.914647755434743,15.623568981945429,15.506518265627667,4.51581858050845,6.2815700838196955,8.04034121377118
42,6.974899983311438,1.710231262661242,2.6281954426971867,0.31603884085192074,7.385652751120747,6.51843603668652,0,6.586112761314858,8.4555045196386,5.753972153286179,24.89713083003751,26.02972436516643,16.330555332305714,14.702636214445002,0.25552524237823127,11.196531478522243,6.58789653714488
38,12.540105944879157,3.343840107539152,5.235448604201022,1.3887477350878248,3.451227893773974,8.371408309325993,0,6.437906621330134,7.214262201567237,8.62231777263621,24.022118465314136,27.9347563434357,18.41885752896482,13.824524331088542,1.1974342618484606,5.579602068429354,9.022707000918986
23,1.0,0.026206121985471526,2.8465407441081405,1.429811045948247,7.025982102057535,3.865966827164248,1,5.0819735795518834,7.658947858462932,3.8527419879957705,27.172401998760115,33.01632949039834,10.867809974784757,14.536388228188162,1.059858154014386,9.765116047055567,3.582096106798664
31,1.651575569262033,1.651575569262033,5.9106835145110965,2.9547182134896084,6.666549389515058,6.420941083060969,1,4.670873857982811,7.720946976719491,4.833845122862123,22.791910028277922,29.29048932074964,12.296167356644276,15.873834584526413,2.484962225062576,10.512502086172175,6.750134398566991
33,10.049598173096928,0.7266864310365385,4.3782721845411325,4.076522958901629,6.562053707735877,6.060623314988685,0,4.811256499929238,5.8282135005644164,7.625378851287991,22.721972934364643,27.301990083472788,17.86344135243544,13.228239714340068,3.2134755142414746,9.698982039445738,5.9718983616998385
52,2.6808029426501747,0.40828666711982536,6.444776284478775,2.8095616148289966,4.276368422482851,8.003904535583533,1,5.410053374123758,6.4124950914757255,3.5897164155914463,21.89562464852899,27.936877788176357,15.347942013917232,16.36635290779479,2.3214329502886546,6.625123367420234,9.506646323873744
29,1.1330546694314676,1.1330546694314676,8.219956184504845,1.1262441121968294,4.737063263933601,4.780434191361236,0,3.43020337383552,7.2965608676877185,5.758103702784437,22.216768292365078,35.885801347665996,16.082416077868384,13.7377693483798,0.8509830338703305,6.711179038010914,4.515082861839507
32,5.646689223406605,4.6124318534063145,6.048831109767569,7.906409855694763,6.654623675841689,5.212037273395158,1,4.17634769136216,7.960969999041144,5.488237284658936,22.050260387664313,29.057272792227195,11.8357635177049,15.044241414993618,6.470141973674417,10.210788006959291,5.331531906776266
50,4.112527985898579,0.16763044627670465,8.855274881419689,3.891461853434012,7.3311530373597975,8.624817243485264,0,7.231804106730722,4.701468843848151,7.895651605674432,18.274599026991172,24.05052760085576,21.864579002933823,12.735977141465515,2.9895516983402604,10.560071240142149,9.52469428927132
40,2.320695647591613,0.3988159605672071,6.7050861251098155,3.4874978894266,8.52551976271647,9.708185132668376,1,4.547031802300336,4.081121526553041,5.255586447857894,20.41340126477724,27.261068498030056,13.24912699173819,14.455734718582782,2.716537436618238,12.451563235491905,9.452567854761599
